Train_sizes,Score,Set
134,1.0,Training
134,0.8166666666666667,Validation
134,0.9925373134328358,Training
134,0.8135593220338984,Validation
134,0.9776119402985075,Training
134,0.711864406779661,Validation
141,0.950354609929078,Training
141,0.75,Validation
141,1.0,Training
141,0.8833333333333333,Validation
141,1.0,Training
141,0.85,Validation
141,1.0,Training
141,0.9152542372881356,Validation
141,1.0,Training
141,0.8813559322033898,Validation
149,0.9932885906040269,Training
149,0.95,Validation
149,0.9932885906040269,Training
149,0.9333333333333333,Validation
149,0.9865771812080537,Training
149,0.8833333333333333,Validation
149,0.9932885906040269,Training
149,0.9322033898305084,Validation
149,1.0,Training
149,0.8813559322033898,Validation
156,0.9871794871794872,Training
156,0.95,Validation
156,0.9807692307692307,Training
156,0.9833333333333333,Validation
156,0.9871794871794872,Training
156,0.9,Validation
156,0.9871794871794872,Training
156,0.9322033898305084,Validation
156,0.9871794871794872,Training
156,0.9322033898305084,Validation
164,0.9878048780487805,Training
164,0.9833333333333333,Validation
164,0.9878048780487805,Training
164,0.9833333333333333,Validation
164,0.9878048780487805,Training
164,0.9,Validation
164,0.9817073170731707,Training
164,0.9491525423728814,Validation
164,0.9878048780487805,Training
164,0.9830508474576272,Validation
171,0.9883040935672515,Training
171,0.95,Validation
171,0.9941520467836257,Training
171,0.9833333333333333,Validation
171,0.9883040935672515,Training
171,0.9,Validation
171,0.9824561403508771,Training
171,0.9491525423728814,Validation
171,0.9883040935672515,Training
171,0.9830508474576272,Validation
178,1.0,Training
178,0.95,Validation
178,0.9943820224719101,Training
178,0.9833333333333333,Validation
178,0.9943820224719101,Training
178,0.9166666666666666,Validation
178,0.9831460674157303,Training
178,0.9661016949152542,Validation
178,0.9887640449438202,Training
178,0.9830508474576272,Validation
186,0.9946236559139785,Training
186,0.95,Validation
186,0.9946236559139785,Training
186,0.9833333333333333,Validation
186,0.9946236559139785,Training
186,0.9,Validation
186,0.9838709677419355,Training
186,0.9661016949152542,Validation
186,0.989247311827957,Training
186,0.9830508474576272,Validation
193,0.9948186528497409,Training
193,1.0,Validation
193,0.9948186528497409,Training
193,0.9833333333333333,Validation
193,0.9948186528497409,Training
193,0.9166666666666666,Validation
193,0.9844559585492227,Training
193,0.9830508474576272,Validation
193,0.9896373056994818,Training
193,0.9830508474576272,Validation
201,0.9950248756218906,Training
201,1.0,Validation
201,0.9950248756218906,Training
201,0.9833333333333333,Validation
201,1.0,Training
201,0.95,Validation
201,0.9900497512437811,Training
201,0.9830508474576272,Validation
201,0.9900497512437811,Training
201,0.9830508474576272,Validation
208,0.9951923076923077,Training
208,0.9833333333333333,Validation
208,0.9903846153846154,Training
208,1.0,Validation
208,1.0,Training
208,0.9333333333333333,Validation
208,0.9903846153846154,Training
208,0.9830508474576272,Validation
208,0.9903846153846154,Training
208,0.9830508474576272,Validation
215,0.9953488372093023,Training
215,1.0,Validation
215,0.9906976744186047,Training
215,1.0,Validation
215,1.0,Training
215,0.9333333333333333,Validation
215,0.986046511627907,Training
215,1.0,Validation
215,0.9953488372093023,Training
215,0.9830508474576272,Validation
223,0.9955156950672646,Training
223,1.0,Validation
223,0.9910313901345291,Training
223,1.0,Validation
223,1.0,Training
223,0.95,Validation
223,0.9910313901345291,Training
223,1.0,Validation
223,0.9955156950672646,Training
223,0.9830508474576272,Validation
230,0.991304347826087,Training
230,1.0,Validation
230,0.991304347826087,Training
230,0.9833333333333333,Validation
230,1.0,Training
230,0.95,Validation
230,0.9869565217391304,Training
230,1.0,Validation
230,0.9956521739130435,Training
230,0.9830508474576272,Validation
238,0.9915966386554622,Training
238,1.0,Validation
238,0.9915966386554622,Training
238,0.9833333333333333,Validation
238,0.9957983193277311,Training
238,0.95,Validation
238,0.9915966386554622,Training
238,1.0,Validation
238,0.9957983193277311,Training
238,0.9830508474576272,Validation
