Train_sizes,Score,Set
134,0.9776119402985075,Training
134,0.6333333333333333,Validation
134,0.9776119402985075,Training
134,0.6333333333333333,Validation
134,0.9850746268656716,Training
134,0.6271186440677966,Validation
134,0.9701492537313433,Training
134,0.6101694915254238,Validation
141,0.950354609929078,Training
141,0.8166666666666667,Validation
141,0.9645390070921985,Training
141,0.7166666666666667,Validation
141,0.9645390070921985,Training
141,0.7666666666666667,Validation
141,0.9645390070921985,Training
141,0.711864406779661,Validation
141,0.9645390070921985,Training
141,0.7627118644067796,Validation
149,0.9328859060402684,Training
149,0.8166666666666667,Validation
149,0.9530201342281879,Training
149,0.85,Validation
149,0.9395973154362416,Training
149,0.7833333333333333,Validation
149,0.9328859060402684,Training
149,0.8305084745762712,Validation
149,0.9530201342281879,Training
149,0.7796610169491526,Validation
156,0.9294871794871795,Training
156,0.8166666666666667,Validation
156,0.9615384615384616,Training
156,0.9166666666666666,Validation
156,0.9487179487179487,Training
156,0.85,Validation
156,0.9423076923076923,Training
156,0.847457627118644,Validation
156,0.967948717948718,Training
156,0.847457627118644,Validation
164,0.926829268292683,Training
164,0.85,Validation
164,0.9390243902439024,Training
164,0.9166666666666666,Validation
164,0.9451219512195121,Training
164,0.85,Validation
164,0.9146341463414634,Training
164,0.8305084745762712,Validation
164,0.9512195121951219,Training
164,0.847457627118644,Validation
171,0.9239766081871345,Training
171,0.85,Validation
171,0.9122807017543859,Training
171,0.9166666666666666,Validation
171,0.9649122807017544,Training
171,0.8166666666666667,Validation
171,0.9532163742690059,Training
171,0.8813559322033898,Validation
171,0.9590643274853801,Training
171,0.8813559322033898,Validation
178,0.9269662921348315,Training
178,0.8666666666666667,Validation
178,0.9101123595505618,Training
178,0.9166666666666666,Validation
178,0.9550561797752809,Training
178,0.8666666666666667,Validation
178,0.9606741573033708,Training
178,0.9322033898305084,Validation
178,0.9325842696629213,Training
178,0.7966101694915254,Validation
186,0.9247311827956989,Training
186,0.8666666666666667,Validation
186,0.8978494623655914,Training
186,0.9166666666666666,Validation
186,0.9301075268817204,Training
186,0.9,Validation
186,0.9139784946236559,Training
186,0.847457627118644,Validation
186,0.9139784946236559,Training
186,0.8305084745762712,Validation
193,0.917098445595855,Training
193,0.8666666666666667,Validation
193,0.8911917098445595,Training
193,0.9166666666666666,Validation
193,0.9326424870466321,Training
193,0.8833333333333333,Validation
193,0.9015544041450777,Training
193,0.8813559322033898,Validation
193,0.9067357512953368,Training
193,0.864406779661017,Validation
201,0.9154228855721394,Training
201,0.8833333333333333,Validation
201,0.8905472636815921,Training
201,0.9166666666666666,Validation
201,0.8955223880597015,Training
201,0.8666666666666667,Validation
201,0.900497512437811,Training
201,0.864406779661017,Validation
201,0.9054726368159204,Training
201,0.8813559322033898,Validation
208,0.9230769230769231,Training
208,0.8833333333333333,Validation
208,0.8942307692307693,Training
208,0.9166666666666666,Validation
208,0.8990384615384616,Training
208,0.8833333333333333,Validation
208,0.8990384615384616,Training
208,0.8813559322033898,Validation
208,0.9086538461538461,Training
208,0.8813559322033898,Validation
215,0.9255813953488372,Training
215,0.9,Validation
215,0.9069767441860465,Training
215,0.9166666666666666,Validation
215,0.9069767441860465,Training
215,0.9,Validation
215,0.9023255813953488,Training
215,0.8813559322033898,Validation
215,0.9162790697674419,Training
215,0.8983050847457628,Validation
223,0.9192825112107623,Training
223,0.8833333333333333,Validation
223,0.905829596412556,Training
223,0.9166666666666666,Validation
223,0.9103139013452914,Training
223,0.9166666666666666,Validation
223,0.9013452914798207,Training
223,0.8983050847457628,Validation
223,0.9147982062780269,Training
223,0.8813559322033898,Validation
230,0.9130434782608695,Training
230,0.8833333333333333,Validation
230,0.9,Training
230,0.9333333333333333,Validation
230,0.9043478260869565,Training
230,0.9166666666666666,Validation
230,0.8956521739130435,Training
230,0.8983050847457628,Validation
230,0.908695652173913,Training
230,0.8983050847457628,Validation
238,0.9159663865546218,Training
238,0.9,Validation
238,0.8991596638655462,Training
238,0.9333333333333333,Validation
238,0.907563025210084,Training
238,0.9166666666666666,Validation
238,0.907563025210084,Training
238,0.8813559322033898,Validation
238,0.9159663865546218,Training
238,0.8983050847457628,Validation
