Train_sizes,Score,Set
134,0.917910447761194,Training
134,0.5166666666666667,Validation
134,0.917910447761194,Training
134,0.5166666666666667,Validation
134,0.917910447761194,Training
134,0.5254237288135594,Validation
134,0.9253731343283582,Training
134,0.5084745762711864,Validation
141,0.8794326241134752,Training
141,0.5166666666666667,Validation
141,0.8723404255319149,Training
141,0.5166666666666667,Validation
141,0.8723404255319149,Training
141,0.5166666666666667,Validation
141,0.8723404255319149,Training
141,0.5254237288135594,Validation
141,0.8794326241134752,Training
141,0.5084745762711864,Validation
149,0.8590604026845637,Training
149,0.5166666666666667,Validation
149,0.8322147651006712,Training
149,0.5333333333333333,Validation
149,0.825503355704698,Training
149,0.5666666666666667,Validation
149,0.825503355704698,Training
149,0.5254237288135594,Validation
149,0.8322147651006712,Training
149,0.5254237288135594,Validation
156,0.8525641025641025,Training
156,0.55,Validation
156,0.8012820512820513,Training
156,0.6,Validation
156,0.7948717948717948,Training
156,0.6,Validation
156,0.7884615384615384,Training
156,0.5254237288135594,Validation
156,0.7948717948717948,Training
156,0.559322033898305,Validation
164,0.8353658536585366,Training
164,0.6166666666666667,Validation
164,0.7926829268292683,Training
164,0.65,Validation
164,0.7865853658536586,Training
164,0.6666666666666666,Validation
164,0.7926829268292683,Training
164,0.6101694915254238,Validation
164,0.7987804878048781,Training
164,0.6271186440677966,Validation
171,0.8421052631578947,Training
171,0.6833333333333333,Validation
171,0.8187134502923976,Training
171,0.7333333333333333,Validation
171,0.8187134502923976,Training
171,0.7,Validation
171,0.8304093567251462,Training
171,0.6779661016949152,Validation
171,0.8362573099415205,Training
171,0.6779661016949152,Validation
178,0.8258426966292135,Training
178,0.7,Validation
178,0.8146067415730337,Training
178,0.75,Validation
178,0.8146067415730337,Training
178,0.7333333333333333,Validation
178,0.8314606741573034,Training
178,0.711864406779661,Validation
178,0.8146067415730337,Training
178,0.711864406779661,Validation
186,0.8387096774193549,Training
186,0.7,Validation
186,0.8172043010752689,Training
186,0.8,Validation
186,0.8225806451612904,Training
186,0.8,Validation
186,0.8225806451612904,Training
186,0.7288135593220338,Validation
186,0.8118279569892473,Training
186,0.7796610169491526,Validation
193,0.8290155440414507,Training
193,0.7166666666666667,Validation
193,0.8134715025906736,Training
193,0.8,Validation
193,0.7979274611398963,Training
193,0.8166666666666667,Validation
193,0.8082901554404145,Training
193,0.7457627118644068,Validation
193,0.8134715025906736,Training
193,0.7627118644067796,Validation
201,0.8308457711442786,Training
201,0.7166666666666667,Validation
201,0.8159203980099502,Training
201,0.8166666666666667,Validation
201,0.8109452736318408,Training
201,0.8333333333333334,Validation
201,0.8059701492537313,Training
201,0.7627118644067796,Validation
201,0.8208955223880597,Training
201,0.7966101694915254,Validation
208,0.8317307692307693,Training
208,0.7166666666666667,Validation
208,0.8173076923076923,Training
208,0.8333333333333334,Validation
208,0.7980769230769231,Training
208,0.85,Validation
208,0.8221153846153846,Training
208,0.7796610169491526,Validation
208,0.8173076923076923,Training
208,0.7457627118644068,Validation
215,0.8325581395348837,Training
215,0.75,Validation
215,0.8186046511627907,Training
215,0.85,Validation
215,0.813953488372093,Training
215,0.8666666666666667,Validation
215,0.8046511627906977,Training
215,0.7796610169491526,Validation
215,0.8186046511627907,Training
215,0.7288135593220338,Validation
223,0.8295964125560538,Training
223,0.75,Validation
223,0.8071748878923767,Training
223,0.85,Validation
223,0.7982062780269058,Training
223,0.85,Validation
223,0.7937219730941704,Training
223,0.8135593220338984,Validation
223,0.8161434977578476,Training
223,0.7457627118644068,Validation
230,0.8304347826086956,Training
230,0.7333333333333333,Validation
230,0.7956521739130434,Training
230,0.85,Validation
230,0.808695652173913,Training
230,0.85,Validation
230,0.8043478260869565,Training
230,0.8135593220338984,Validation
230,0.8217391304347826,Training
230,0.7457627118644068,Validation
238,0.8361344537815126,Training
238,0.7333333333333333,Validation
238,0.7983193277310925,Training
238,0.8166666666666667,Validation
238,0.7857142857142857,Training
238,0.85,Validation
238,0.7983193277310925,Training
238,0.8135593220338984,Validation
238,0.8109243697478992,Training
238,0.7627118644067796,Validation
