Train_sizes,Score,Set
134,0.75,Validation
134,0.9850746268656716,Training
134,0.75,Validation
134,0.9850746268656716,Training
134,0.7288135593220338,Validation
134,0.9776119402985075,Training
134,0.7288135593220338,Validation
141,0.950354609929078,Training
141,0.8833333333333333,Validation
141,0.9716312056737588,Training
141,0.8166666666666667,Validation
141,0.9716312056737588,Training
141,0.8,Validation
141,0.9574468085106383,Training
141,0.847457627118644,Validation
141,0.9787234042553191,Training
141,0.7796610169491526,Validation
149,0.9261744966442953,Training
149,0.8833333333333333,Validation
149,0.9328859060402684,Training
149,0.9,Validation
149,0.9328859060402684,Training
149,0.8166666666666667,Validation
149,0.9328859060402684,Training
149,0.864406779661017,Validation
149,0.9530201342281879,Training
149,0.8813559322033898,Validation
156,0.8846153846153846,Training
156,0.85,Validation
156,0.9358974358974359,Training
156,0.9333333333333333,Validation
156,0.9230769230769231,Training
156,0.8333333333333334,Validation
156,0.9166666666666666,Training
156,0.8813559322033898,Validation
156,0.9230769230769231,Training
156,0.8813559322033898,Validation
164,0.8780487804878049,Training
164,0.8666666666666667,Validation
164,0.9207317073170732,Training
164,0.9166666666666666,Validation
164,0.9329268292682927,Training
164,0.8,Validation
164,0.9207317073170732,Training
164,0.9152542372881356,Validation
164,0.9451219512195121,Training
164,0.8305084745762712,Validation
171,0.8830409356725146,Training
171,0.85,Validation
171,0.9181286549707602,Training
171,0.9166666666666666,Validation
171,0.9181286549707602,Training
171,0.8333333333333334,Validation
171,0.9239766081871345,Training
171,0.8983050847457628,Validation
171,0.9239766081871345,Training
171,0.864406779661017,Validation
178,0.8764044943820225,Training
178,0.85,Validation
178,0.898876404494382,Training
178,0.8666666666666667,Validation
178,0.9213483146067416,Training
178,0.8333333333333334,Validation
178,0.9157303370786517,Training
178,0.8983050847457628,Validation
178,0.9213483146067416,Training
178,0.8813559322033898,Validation
186,0.8655913978494624,Training
186,0.85,Validation
186,0.8924731182795699,Training
186,0.8666666666666667,Validation
186,0.8817204301075269,Training
186,0.8,Validation
186,0.9193548387096774,Training
186,0.8983050847457628,Validation
186,0.9139784946236559,Training
186,0.864406779661017,Validation
193,0.844559585492228,Training
193,0.85,Validation
193,0.9119170984455959,Training
193,0.8833333333333333,Validation
193,0.8911917098445595,Training
193,0.8166666666666667,Validation
193,0.9119170984455959,Training
193,0.8983050847457628,Validation
193,0.8963730569948186,Training
193,0.864406779661017,Validation
201,0.835820895522388,Training
201,0.85,Validation
201,0.9154228855721394,Training
201,0.8833333333333333,Validation
201,0.8855721393034826,Training
201,0.8166666666666667,Validation
201,0.9154228855721394,Training
201,0.8983050847457628,Validation
201,0.8706467661691543,Training
201,0.8813559322033898,Validation
208,0.8509615384615384,Training
208,0.85,Validation
208,0.9230769230769231,Training
208,0.9,Validation
208,0.8846153846153846,Training
208,0.8,Validation
208,0.9182692307692307,Training
208,0.9152542372881356,Validation
208,0.875,Training
208,0.864406779661017,Validation
215,0.8418604651162791,Training
215,0.85,Validation
215,0.9209302325581395,Training
215,0.8833333333333333,Validation
215,0.8837209302325582,Training
215,0.8333333333333334,Validation
215,0.9255813953488372,Training
215,0.9152542372881356,Validation
215,0.8790697674418605,Training
215,0.8813559322033898,Validation
223,0.8565022421524664,Training
223,0.85,Validation
223,0.9013452914798207,Training
223,0.8666666666666667,Validation
223,0.8789237668161435,Training
223,0.85,Validation
223,0.9147982062780269,Training
223,0.8813559322033898,Validation
223,0.874439461883408,Training
223,0.864406779661017,Validation
230,0.8521739130434782,Training
230,0.85,Validation
230,0.908695652173913,Training
230,0.8833333333333333,Validation
230,0.8826086956521739,Training
230,0.8333333333333334,Validation
230,0.9,Training
230,0.9152542372881356,Validation
230,0.8782608695652174,Training
230,0.847457627118644,Validation
238,0.8445378151260504,Training
238,0.8166666666666667,Validation
238,0.8739495798319328,Training
238,0.8166666666666667,Validation
238,0.8445378151260504,Training
238,0.85,Validation
238,0.8697478991596639,Training
238,0.864406779661017,Validation
238,0.8739495798319328,Training
238,0.8305084745762712,Validation
