Train_sizes,Score,Set
134,0.9701492537313433,Training
134,0.65,Validation
134,0.9328358208955224,Training
134,0.5333333333333333,Validation
134,0.9626865671641791,Training
134,0.7288135593220338,Validation
134,0.9328358208955224,Training
134,0.5254237288135594,Validation
141,0.900709219858156,Training
141,0.6,Validation
141,0.900709219858156,Training
141,0.65,Validation
141,0.9148936170212766,Training
141,0.55,Validation
141,0.900709219858156,Training
141,0.6101694915254238,Validation
141,0.9290780141843972,Training
141,0.6101694915254238,Validation
149,0.8791946308724832,Training
149,0.6833333333333333,Validation
149,0.8926174496644296,Training
149,0.6,Validation
149,0.8657718120805369,Training
149,0.5833333333333334,Validation
149,0.8993288590604027,Training
149,0.576271186440678,Validation
149,0.8993288590604027,Training
149,0.559322033898305,Validation
156,0.8653846153846154,Training
156,0.7,Validation
156,0.8974358974358975,Training
156,0.7666666666666667,Validation
156,0.8910256410256411,Training
156,0.6666666666666666,Validation
156,0.8974358974358975,Training
156,0.6440677966101694,Validation
156,0.8910256410256411,Training
156,0.6271186440677966,Validation
164,0.8719512195121951,Training
164,0.7166666666666667,Validation
164,0.8658536585365854,Training
164,0.8166666666666667,Validation
164,0.8841463414634146,Training
164,0.7,Validation
164,0.8780487804878049,Training
164,0.6610169491525424,Validation
164,0.8902439024390244,Training
164,0.6779661016949152,Validation
171,0.8654970760233918,Training
171,0.7333333333333333,Validation
171,0.8713450292397661,Training
171,0.8,Validation
171,0.8947368421052632,Training
171,0.7,Validation
171,0.8771929824561403,Training
171,0.6949152542372882,Validation
171,0.8771929824561403,Training
171,0.6949152542372882,Validation
178,0.8707865168539326,Training
178,0.75,Validation
178,0.8764044943820225,Training
178,0.8166666666666667,Validation
178,0.9382022471910112,Training
178,0.8166666666666667,Validation
178,0.9269662921348315,Training
178,0.7966101694915254,Validation
178,0.9213483146067416,Training
178,0.864406779661017,Validation
186,0.8440860215053764,Training
186,0.7333333333333333,Validation
186,0.8494623655913979,Training
186,0.8,Validation
186,0.9139784946236559,Training
186,0.7833333333333333,Validation
186,0.8817204301075269,Training
186,0.7966101694915254,Validation
186,0.8924731182795699,Training
186,0.7796610169491526,Validation
193,0.8860103626943006,Training
193,0.75,Validation
193,0.8756476683937824,Training
193,0.8,Validation
193,0.9481865284974094,Training
193,0.8166666666666667,Validation
193,0.8911917098445595,Training
193,0.8135593220338984,Validation
193,0.8911917098445595,Training
193,0.8135593220338984,Validation
201,0.9104477611940298,Training
201,0.8333333333333334,Validation
201,0.900497512437811,Training
201,0.8333333333333334,Validation
201,0.9651741293532339,Training
201,0.8666666666666667,Validation
201,0.900497512437811,Training
201,0.864406779661017,Validation
201,0.8905472636815921,Training
201,0.8305084745762712,Validation
208,0.8798076923076923,Training
208,0.8166666666666667,Validation
208,0.8701923076923077,Training
208,0.8166666666666667,Validation
208,0.9519230769230769,Training
208,0.85,Validation
208,0.8942307692307693,Training
208,0.8813559322033898,Validation
208,0.8990384615384616,Training
208,0.864406779661017,Validation
215,0.8744186046511628,Training
215,0.8333333333333334,Validation
215,0.8744186046511628,Training
215,0.8,Validation
215,0.9674418604651163,Training
215,0.9,Validation
215,0.9069767441860465,Training
215,0.9152542372881356,Validation
215,0.8790697674418605,Training
215,0.847457627118644,Validation
223,0.9192825112107623,Training
223,0.85,Validation
223,0.874439461883408,Training
223,0.8333333333333334,Validation
223,0.9641255605381166,Training
223,0.9,Validation
223,0.9237668161434978,Training
223,0.9322033898305084,Validation
223,0.9282511210762332,Training
223,0.8813559322033898,Validation
230,0.8913043478260869,Training
230,0.8666666666666667,Validation
230,0.8782608695652174,Training
230,0.8,Validation
230,0.9652173913043478,Training
230,0.9,Validation
230,0.9043478260869565,Training
230,0.9322033898305084,Validation
230,0.9391304347826087,Training
230,0.8983050847457628,Validation
238,0.8907563025210085,Training
238,0.85,Validation
238,0.8613445378151261,Training
238,0.7833333333333333,Validation
238,0.9705882352941176,Training
238,0.9,Validation
238,0.8823529411764706,Training
238,0.9491525423728814,Validation
238,0.9033613445378151,Training
238,0.8813559322033898,Validation
